id,disease,symptoms,herbs_used,precautions,prevention,preparation
1997,Irritable Bowel Syndrome,"dry cough, fever, frequent urination, loss of appetite","Gokshura, Manjistha, Tulsi","Avoid spicy food, Do not overexert, Maintain hydration","Adequate sleep routine, Stress management","Using Gokshura, Manjistha, Tulsi, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
3130,Urinary Tract Infection,"abdominal pain, back pain, joint pain, productive cough","Brahmi, Gokshura, Haritaki, Neem","Avoid alcohol, Do not overexert, Ensure adequate sleep","Adequate sleep routine, Herbal immune boosters, Seasonal immunity support","Using Brahmi, Gokshura, Haritaki, Neem, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
4205,Dry Cough,"abdominal pain, headache, muscle pain, sore throat","Bibhitaki, Ginger, Haritaki, Shatavari","Avoid alcohol, Avoid spicy food, Do not overexert","Balanced diet, Daily yoga practice, Seasonal immunity support","Using Bibhitaki, Ginger, Haritaki, Shatavari, Make a light decoction from the herbs and consume warm, preferably after food."
3758,Allergic Rhinitis,"diarrhea, fever, low energy, shortness of breath","Ginger, Guduchi, Tulsi","Avoid stress, Ensure adequate sleep","Regular exercise, Stress management","Using Ginger, Guduchi, Tulsi, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
328,Diarrheal Disorder,"abdominal pain, constipation, sore throat","Ashwagandha, Brahmi, Neem","Avoid alcohol, Avoid cold food","Adequate sleep routine, Daily yoga practice, Stress management","Using Ashwagandha, Brahmi, Neem, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1800,Viral Fever,"burning sensation, chest discomfort, itching","Ashwagandha, Brahmi","Avoid oily food, Avoid spicy food, Light and warm diet","Daily yoga practice, Herbal immune boosters","Using Ashwagandha, Brahmi, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
315,Food Poisoning,"burning sensation, constipation, nausea, vomiting","Amla, Guduchi","Avoid cold food, Avoid stress","Herbal immune boosters, Stress management","Using Amla, Guduchi, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
3546,Rheumatoid Arthritis,"body ache, constipation, dry cough","Ginger, Gokshura, Shatavari","Avoid alcohol, Avoid cold food, Avoid oily food","Daily yoga practice, Herbal immune boosters, Regular exercise","Using Ginger, Gokshura, Shatavari, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1135,Tension Headache,"anxiety, low energy, shortness of breath, skin rash","Amla, Bibhitaki, Neem, Tulsi","Avoid oily food, Avoid spicy food","Balanced diet, Seasonal immunity support","Using Amla, Bibhitaki, Neem, Tulsi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2747,Eczema,"back pain, body ache, loss of appetite, muscle pain, nausea, productive cough","Arjuna, Gokshura, Manjistha, Pippali","Avoid alcohol, Avoid stress, Maintain hydration","Adequate sleep routine, Balanced diet, Herbal immune boosters","Using Arjuna, Gokshura, Manjistha, Pippali, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
4877,Psoriasis,"constipation, joint pain, loss of appetite, vomiting","Ashwagandha, Neem, Turmeric","Avoid oily food, Avoid stress","Adequate sleep routine, Balanced diet, Stress management","Using Ashwagandha, Neem, Turmeric, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
1521,Early Hypotension,"body ache, productive cough, shortness of breath","Arjuna, Guduchi","Avoid alcohol, Avoid cold food, Avoid spicy food","Adequate sleep routine, Daily yoga practice, Stress management","Using Arjuna, Guduchi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
156,Generalized Fatigue Syndrome,"back pain, body ache, fever, low energy, nausea","Ginger, Pippali, Shatavari","Do not overexert, Ensure adequate sleep","Daily yoga practice, Herbal immune boosters, Stress management","Using Ginger, Pippali, Shatavari, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
1725,Dry Cough,"constipation, diarrhea, insomnia, loss of appetite, muscle pain, skin rash","Pippali, Punarnava","Avoid cold food, Avoid oily food, Light and warm diet","Balanced diet, Daily yoga practice, Stress management","Using Pippali, Punarnava, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
3344,Food Poisoning,"diarrhea, dry cough, fatigue, loss of appetite, low energy, shortness of breath","Bibhitaki, Ginger, Turmeric","Avoid oily food, Avoid stress","Adequate sleep routine, Herbal immune boosters, Seasonal immunity support","Using Bibhitaki, Ginger, Turmeric, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
887,Early Hypotension,"diarrhea, headache, low energy, nausea, productive cough","Brahmi, Neem, Pippali, Shatavari","Avoid cold food, Avoid stress","Herbal immune boosters, Stress management","Using Brahmi, Neem, Pippali, Shatavari, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
3074,Migraine,"dry cough, fever, insomnia, nausea","Brahmi, Manjistha","Avoid spicy food, Light and warm diet","Daily yoga practice, Herbal immune boosters, Regular exercise","Using Brahmi, Manjistha, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2806,Vertigo,"back pain, itching, low energy, skin rash","Arjuna, Haritaki, Neem","Avoid oily food, Avoid spicy food, Light and warm diet","Adequate sleep routine, Balanced diet, Seasonal immunity support","Using Arjuna, Haritaki, Neem, Make a light decoction from the herbs and consume warm, preferably after food."
722,Allergic Rhinitis,"constipation, dry cough, sore throat, vomiting","Amla, Arjuna, Bibhitaki, Punarnava","Ensure adequate sleep, Maintain hydration","Daily yoga practice, Seasonal immunity support","Using Amla, Arjuna, Bibhitaki, Punarnava, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
913,Eczema,"burning sensation, constipation, diarrhea","Haritaki, Manjistha, Neem, Shatavari","Avoid oily food, Ensure adequate sleep","Adequate sleep routine, Regular exercise, Stress management","Using Haritaki, Manjistha, Neem, Shatavari, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
3358,Lower Back Pain,"abdominal pain, back pain, burning sensation, headache, itching","Arjuna, Ginger, Manjistha, Pippali","Avoid cold food, Avoid oily food, Avoid stress","Seasonal immunity support, Stress management","Using Arjuna, Ginger, Manjistha, Pippali, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
871,Psoriasis,"back pain, body ache, chest discomfort, diarrhea, shortness of breath","Amla, Ginger, Gokshura, Punarnava","Avoid alcohol, Avoid spicy food","Herbal immune boosters, Stress management","Using Amla, Ginger, Gokshura, Punarnava, Make a light decoction from the herbs and consume warm, preferably after food."
4109,Thyroid Imbalance,"chest discomfort, fatigue, fever, headache, skin rash","Manjistha, Punarnava, Shatavari","Avoid alcohol, Maintain hydration","Herbal immune boosters, Seasonal immunity support, Stress management","Using Manjistha, Punarnava, Shatavari, Make a light decoction from the herbs and consume warm, preferably after food."
498,Psoriasis,"chest discomfort, diarrhea, frequent urination, headache, joint pain, sore throat","Guduchi, Neem, Punarnava","Avoid alcohol, Avoid cold food, Do not overexert","Daily yoga practice, Seasonal immunity support, Stress management","Using Guduchi, Neem, Punarnava, Make a light decoction from the herbs and consume warm, preferably after food."
1757,Osteoarthritis,"burning sensation, frequent urination, low energy","Ashwagandha, Neem","Avoid oily food, Light and warm diet","Adequate sleep routine, Seasonal immunity support, Stress management","Using Ashwagandha, Neem, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
1118,Heat Exhaustion,"chest discomfort, constipation, low energy, productive cough","Amla, Neem","Avoid oily food, Avoid stress, Ensure adequate sleep","Herbal immune boosters, Stress management","Using Amla, Neem, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
3410,Mild Asthma,"fever, frequent urination, joint pain, muscle pain","Guduchi, Neem","Avoid cold food, Ensure adequate sleep","Adequate sleep routine, Balanced diet, Stress management","Using Guduchi, Neem, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
2829,Dehydration,"burning sensation, frequent urination, low energy, productive cough","Ginger, Haritaki, Neem, Pippali","Avoid oily food, Do not overexert","Adequate sleep routine, Balanced diet, Daily yoga practice","Using Ginger, Haritaki, Neem, Pippali, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1648,Anemia,"body ache, diarrhea, joint pain, loss of appetite, muscle pain","Arjuna, Brahmi, Guduchi","Avoid cold food, Avoid oily food, Maintain hydration","Adequate sleep routine, Regular exercise","Using Arjuna, Brahmi, Guduchi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2984,Sleep Disturbance Disorder,"back pain, fever, loss of appetite, shortness of breath","Arjuna, Manjistha, Shatavari","Ensure adequate sleep, Light and warm diet, Maintain hydration","Balanced diet, Herbal immune boosters, Stress management","Using Arjuna, Manjistha, Shatavari, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
143,Food Poisoning,"abdominal pain, diarrhea, itching, loss of appetite, sore throat, vomiting","Haritaki, Neem, Tulsi, Turmeric","Avoid cold food, Avoid oily food","Daily yoga practice, Regular exercise, Stress management","Using Haritaki, Neem, Tulsi, Turmeric, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
2762,Hypothyroidism (Mild),"back pain, chest discomfort, itching","Amla, Bibhitaki, Manjistha, Pippali","Avoid spicy food, Do not overexert","Daily yoga practice, Herbal immune boosters, Seasonal immunity support","Using Amla, Bibhitaki, Manjistha, Pippali, Boil herbs in water, strain well, and drink fresh for symptom relief."
3436,Type 2 Diabetes (Early Stage),"dry cough, low energy, muscle pain, vomiting","Arjuna, Neem, Punarnava","Avoid alcohol, Avoid oily food, Avoid spicy food","Adequate sleep routine, Daily yoga practice, Herbal immune boosters","Using Arjuna, Neem, Punarnava, Boil herbs in water, strain well, and drink fresh for symptom relief."
4661,Vertigo,"dry cough, fatigue, muscle pain, shortness of breath","Ginger, Manjistha, Shatavari, Turmeric","Avoid spicy food, Avoid stress, Light and warm diet","Adequate sleep routine, Balanced diet, Seasonal immunity support","Using Ginger, Manjistha, Shatavari, Turmeric, Make a light decoction from the herbs and consume warm, preferably after food."
2432,Anemia,"dizziness, fever, shortness of breath","Haritaki, Punarnava, Tulsi","Avoid oily food, Ensure adequate sleep, Maintain hydration","Adequate sleep routine, Herbal immune boosters, Stress management","Using Haritaki, Punarnava, Tulsi, Boil herbs in water, strain well, and drink fresh for symptom relief."
4513,Seasonal Allergy,"burning sensation, chest discomfort, fatigue, frequent urination, itching, shortness of breath","Haritaki, Manjistha, Shatavari, Tulsi","Avoid oily food, Do not overexert","Balanced diet, Regular exercise","Using Haritaki, Manjistha, Shatavari, Tulsi, Prepare a mild herbal decoction using the mentioned herbs. Consume warm in the morning."
1849,Viral Fever,"constipation, fever, joint pain","Brahmi, Pippali","Avoid cold food, Avoid stress","Balanced diet, Stress management","Using Brahmi, Pippali, Boil herbs in water, strain well, and drink fresh for symptom relief."
2697,Vertigo,"low energy, shortness of breath, vomiting","Ginger, Neem, Pippali, Punarnava","Do not overexert, Maintain hydration","Balanced diet, Regular exercise","Using Ginger, Neem, Pippali, Punarnava, Boil the listed herbs in water for 15 minutes. Strain and drink warm once daily after meals."
1718,Mild Asthma,"body ache, dry cough, fatigue, headache, productive cough, skin rash","Amla, Ashwagandha, Guduchi, Neem","Do not overexert, Maintain hydration","Adequate sleep routine, Daily yoga practice, Herbal immune boosters","Using Amla, Ashwagandha, Guduchi, Neem, Boil herbs in water, strain well, and drink fresh for symptom relief."
3073,Vitamin B12 Deficiency,"diarrhea, headache, joint pain, muscle pain, nausea","Brahmi, Manjistha, Tulsi, Turmeric","Avoid cold food, Avoid oily food, Light and warm diet","Balanced diet, Stress management","Using Brahmi, Manjistha, Tulsi, Turmeric, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
1068,Rheumatoid Arthritis,"frequent urination, headache, loss of appetite","Brahmi, Manjistha, Pippali, Tulsi","Avoid cold food, Avoid stress, Maintain hydration","Adequate sleep routine, Seasonal immunity support","Using Brahmi, Manjistha, Pippali, Tulsi, Simmer the herbs gently in water, filter, and take once or twice daily as needed."
2787,Sinusitis,"anxiety, chest discomfort, fatigue, low energy, skin rash","Haritaki, Punarnava","Avoid spicy food, Ensure adequate sleep, Maintain hydration","Herbal immune boosters, Seasonal immunity support","Using Haritaki, Punarnava, Boil herbs in water, strain well, and drink fresh for symptom relief."
